IDADE;SEXO;DOSE;UF;N
29;M;1ª Dose;12;2298
29;M;1ª Dose;13;13480
29;M;1ª Dose;14;1177
29;M;1ª Dose;15;10563
29;M;1ª Dose;16;1351
29;M;1ª Dose;17;2966
29;M;1ª Dose;21;16791
29;M;1ª Dose;22;4514
29;M;1ª Dose;23;6552
29;M;1ª Dose;24;4521
29;M;1ª Dose;25;4591
29;M;1ª Dose;26;11560
29;M;1ª Dose;27;4981
29;M;1ª Dose;28;2341
29;M;1ª Dose;29;12205
29;M;1ª Dose;31;23826
29;M;1ª Dose;32;4270
29;M;1ª Dose;33;18458
29;M;1ª Dose;35;38933
29;M;1ª Dose;41;12070
29;M;1ª Dose;42;8363
29;M;1ª Dose;43;16771
29;M;1ª Dose;50;5950
29;M;1ª Dose;51;4624
29;M;1ª Dose;52;9622
29;M;1ª Dose;53;3311
29;M;1ª Dose;99;47
29;M;1ª Dose;NA;1302
29;M;2ª Dose;11;616
29;M;2ª Dose;12;393
29;M;2ª Dose;13;2159
29;M;2ª Dose;14;347
29;M;2ª Dose;15;2349
29;M;2ª Dose;16;292
29;M;2ª Dose;17;519
29;M;2ª Dose;21;2206
29;M;2ª Dose;22;1100
29;M;2ª Dose;23;2169
29;M;2ª Dose;24;1081
29;M;2ª Dose;25;920
29;M;2ª Dose;26;2326
29;M;2ª Dose;27;697
29;M;2ª Dose;28;450
29;M;2ª Dose;29;2912
29;M;2ª Dose;31;4767
29;M;2ª Dose;32;1117
29;M;2ª Dose;33;2837
29;M;2ª Dose;35;10424
29;M;2ª Dose;41;2309
29;M;2ª Dose;42;1492
29;M;2ª Dose;43;3328
29;M;2ª Dose;50;1710
29;M;2ª Dose;51;1035
29;M;2ª Dose;52;1701
29;M;2ª Dose;53;1010
29;M;2ª Dose;99;14
29;M;2ª Dose;NA;316
29;M;Dose ;11;237
29;M;Dose ;12;356
29;M;Dose ;13;18
29;M;Dose ;14;13
29;M;Dose ;15;459
29;M;Dose ;16;31
29;M;Dose ;17;152
29;M;Dose ;21;591
29;M;Dose ;22;214
29;M;Dose ;23;53
29;M;Dose ;24;15
29;M;Dose ;25;59
29;M;Dose ;26;258
29;M;Dose ;27;116
29;M;Dose ;28;48
29;M;Dose ;29;239
29;M;Dose ;31;711
29;M;Dose ;32;92
29;M;Dose ;33;464
29;M;Dose ;35;791
29;M;Dose ;41;2163
29;M;Dose ;42;545
29;M;Dose ;43;1218
29;M;Dose ;50;2109
29;M;Dose ;51;384
29;M;Dose ;52;292
29;M;Dose ;53;183
29;M;Dose ;99;4
29;M;Dose ;NA;51
29;M;Dose Inicial ;25;5
29;M;Dose Inicial ;35;1
29;M;Única ;11;1
29;M;Única ;12;2
29;M;Única ;13;631
29;M;Única ;14;3
29;M;Única ;15;24
29;M;Única ;16;1
29;M;Única ;21;7
29;M;Única ;22;4
29;M;Única ;23;14
29;M;Única ;24;227
29;M;Única ;25;4
29;M;Única ;26;6
29;M;Única ;27;1
29;M;Única ;28;2
29;M;Única ;29;15
29;M;Única ;31;24
29;M;Única ;32;2
29;M;Única ;33;9
29;M;Única ;35;464
29;M;Única ;41;170
29;M;Única ;42;15
29;M;Única ;43;5
29;M;Única ;50;2
29;M;Única ;51;3
29;M;Única ;52;4
29;M;Única ;53;2
29;M;Única ;NA;5
30;F;1ª Dose;11;4037
30;F;1ª Dose;12;3500
30;F;1ª Dose;13;15694
30;F;1ª Dose;14;1331
30;F;1ª Dose;15;14045
30;F;1ª Dose;16;1637
30;F;1ª Dose;17;3486
30;F;1ª Dose;21;21724
30;F;1ª Dose;22;5975
30;F;1ª Dose;23;9534
30;F;1ª Dose;24;7538
30;F;1ª Dose;25;7404
30;F;1ª Dose;26;15893
30;F;1ª Dose;27;5234
30;F;1ª Dose;28;3180
30;F;1ª Dose;29;22605
30;F;1ª Dose;31;41173
30;F;1ª Dose;32;8870
30;F;1ª Dose;33;31286
30;F;1ª Dose;35;80340
30;F;1ª Dose;41;23512
30;F;1ª Dose;42;15444
30;F;1ª Dose;43;25481
30;F;1ª Dose;50;9018
30;F;1ª Dose;51;7930
30;F;1ª Dose;52;13549
30;F;1ª Dose;53;5312
30;F;1ª Dose;99;47
30;F;1ª Dose;NA;1466
30;F;2ª Dose;11;1139
30;F;2ª Dose;12;543
30;F;2ª Dose;13;2697
30;F;2ª Dose;14;411
30;F;2ª Dose;15;3364
30;F;2ª Dose;16;395
30;F;2ª Dose;17;975
30;F;2ª Dose;21;3616
30;F;2ª Dose;22;1745
30;F;2ª Dose;23;3849
30;F;2ª Dose;24;2018
30;F;2ª Dose;25;1733
30;F;2ª Dose;26;4285
30;F;2ª Dose;27;1391
30;F;2ª Dose;28;962
30;F;2ª Dose;29;6587
30;F;2ª Dose;31;12328
30;F;2ª Dose;32;2515
30;F;2ª Dose;33;6290
30;F;2ª Dose;35;26335
30;F;2ª Dose;41;6655
30;F;2ª Dose;42;4551
30;F;2ª Dose;43;9307
30;F;2ª Dose;50;2849
30;F;2ª Dose;51;2204
30;F;2ª Dose;52;3698
30;F;2ª Dose;53;2016
30;F;2ª Dose;99;15
30;F;2ª Dose;NA;467
30;F;3ª Dose;31;1
30;F;Dose ;11;199
30;F;Dose ;12;164
30;F;Dose ;13;14
30;F;Dose ;14;9
30;F;Dose ;15;369
30;F;Dose ;16;33
30;F;Dose ;17;103
30;F;Dose ;21;1140
30;F;Dose ;22;153
30;F;Dose ;23;36
30;F;Dose ;24;10
30;F;Dose ;25;55
30;F;Dose ;26;282
30;F;Dose ;27;97
30;F;Dose ;28;48
30;F;Dose ;29;268
30;F;Dose ;31;342
30;F;Dose ;32;440
30;F;Dose ;33;762
30;F;Dose ;35;1047
30;F;Dose ;41;330
30;F;Dose ;42;648
30;F;Dose ;43;776
30;F;Dose ;50;2175
30;F;Dose ;51;283
30;F;Dose ;52;305
30;F;Dose ;53;285
30;F;Dose ;99;1
30;F;Dose ;NA;46
30;F;Dose Inicial ;25;2
30;F;Única ;11;3
30;F;Única ;12;2
30;F;Única ;13;485
30;F;Única ;14;2
30;F;Única ;15;16
30;F;Única ;17;1
30;F;Única ;21;6
30;F;Única ;22;1
30;F;Única ;23;10
30;F;Única ;24;123
30;F;Única ;25;2
30;F;Única ;26;8
30;F;Única ;27;1
30;F;Única ;28;2
30;F;Única ;29;14
30;F;Única ;31;18
30;F;Única ;32;3
30;F;Única ;33;6
30;F;Única ;35;553
30;F;Única ;41;26
30;F;Única ;42;16
30;F;Única ;43;6
30;F;Única ;50;2
30;F;Única ;52;4
30;F;Única ;53;3
30;F;Única ;NA;4
30;M;1ª Dose;11;3383
30;M;1ª Dose;12;2962
30;M;1ª Dose;13;13421
30;M;1ª Dose;14;1115
30;M;1ª Dose;15;11096
30;M;1ª Dose;16;1399
30;M;1ª Dose;17;3106
30;M;1ª Dose;21;16596
30;M;1ª Dose;22;4703
30;M;1ª Dose;23;6285
30;M;1ª Dose;24;4571
30;M;1ª Dose;25;4482
30;M;1ª Dose;26;12294
30;M;1ª Dose;27;5051
30;M;1ª Dose;28;2404
30;M;1ª Dose;29;13225
30;M;1ª Dose;31;25243
30;M;1ª Dose;32;5410
30;M;1ª Dose;33;19711
30;M;1ª Dose;35;43506
30;M;1ª Dose;41;12914
30;M;1ª Dose;42;9150
30;M;1ª Dose;43;18603
30;M;1ª Dose;50;6622
30;M;1ª Dose;51;4880
30;M;1ª Dose;52;10000
30;M;1ª Dose;53;3400
30;M;1ª Dose;99;46
30;M;1ª Dose;NA;1511
30;M;2ª Dose;11;632
30;M;2ª Dose;12;385
30;M;2ª Dose;13;1948
30;M;2ª Dose;14;345
30;M;2ª Dose;15;2230
30;M;2ª Dose;16;250
30;M;2ª Dose;17;545
30;M;2ª Dose;21;2147
30;M;2ª Dose;22;1105
30;M;2ª Dose;23;2085
30;M;2ª Dose;24;1042
30;M;2ª Dose;25;891
30;M;2ª Dose;26;2358
30;M;2ª Dose;27;775
30;M;2ª Dose;28;455
30;M;2ª Dose;29;3017
30;M;2ª Dose;31;4973
30;M;2ª Dose;32;1140
30;M;2ª Dose;33;2897
30;M;2ª Dose;35;10835
30;M;2ª Dose;41;2439
30;M;2ª Dose;42;1587
30;M;2ª Dose;43;3611
30;M;2ª Dose;50;1812
30;M;2ª Dose;51;1111
30;M;2ª Dose;52;1774
30;M;2ª Dose;53;1020
30;M;2ª Dose;99;15
30;M;2ª Dose;NA;349
30;M;2ª Dose Revacinação ;25;1
30;M;Dose ;11;233
30;M;Dose ;12;141
30;M;Dose ;13;9
30;M;Dose ;14;10
30;M;Dose ;15;347
30;M;Dose ;16;16
30;M;Dose ;17;175
30;M;Dose ;21;907
30;M;Dose ;22;213
30;M;Dose ;23;53
30;M;Dose ;24;13
30;M;Dose ;25;78
30;M;Dose ;26;268
30;M;Dose ;27;140
30;M;Dose ;28;53
30;M;Dose ;29;297
30;M;Dose ;31;897
30;M;Dose ;32;451
30;M;Dose ;33;568
30;M;Dose ;35;1082
30;M;Dose ;41;2499
30;M;Dose ;42;1014
30;M;Dose ;43;1482
30;M;Dose ;50;2238
30;M;Dose ;51;417
30;M;Dose ;52;385
30;M;Dose ;53;178
30;M;Dose ;99;5
30;M;Dose ;NA;65
30;M;Dose Inicial ;25;1
30;M;Única ;11;3
30;M;Única ;12;1
30;M;Única ;13;481
30;M;Única ;14;5
30;M;Única ;15;22
30;M;Única ;16;1
30;M;Única ;21;7
30;M;Única ;22;2
30;M;Única ;23;15
30;M;Única ;24;308
30;M;Única ;25;9
30;M;Única ;26;8
30;M;Única ;27;3
30;M;Única ;28;1
30;M;Única ;29;14
30;M;Única ;31;25
30;M;Única ;32;2
30;M;Única ;33;13
30;M;Única ;35;509
30;M;Única ;41;199
30;M;Única ;42;12
30;M;Única ;43;5
30;M;Única ;50;2
30;M;Única ;51;1
30;M;Única ;52;3
30;M;Única ;53;1
30;M;Única ;NA;8
31;F;1ª Dose;11;4240
31;F;1ª Dose;12;3664
31;F;1ª Dose;13;15984
31;F;1ª Dose;14;1421
31;F;1ª Dose;15;15020
31;F;1ª Dose;16;1805
31;F;1ª Dose;17;3689
31;F;1ª Dose;21;22818
31;F;1ª Dose;22;6421
31;F;1ª Dose;23;10612
31;F;1ª Dose;24;8109
31;F;1ª Dose;25;7702
31;F;1ª Dose;26;16846
31;F;1ª Dose;27;5524
31;F;1ª Dose;28;3513
31;F;1ª Dose;29;24200
31;F;1ª Dose;31;42750
31;F;1ª Dose;32;9371
31;F;1ª Dose;33;32455
31;F;1ª Dose;35;86090
31;F;1ª Dose;41;23471
31;F;1ª Dose;42;15235
31;F;1ª Dose;43;26174
31;F;1ª Dose;50;9051
31;F;1ª Dose;51;8264
31;F;1ª Dose;52;13867
31;F;1ª Dose;53;5567
31;F;1ª Dose;99;55
31;F;1ª Dose;NA;1640
31;F;1ª Dose Revacinação ;11;1
31;F;2ª Dose;11;1153
31;F;2ª Dose;12;595
31;F;2ª Dose;13;2809
31;F;2ª Dose;14;429
31;F;2ª Dose;15;3671
31;F;2ª Dose;16;416
31;F;2ª Dose;17;1007
31;F;2ª Dose;21;3823
31;F;2ª Dose;22;1958
31;F;2ª Dose;23;4132
31;F;2ª Dose;24;2243
31;F;2ª Dose;25;1826
31;F;2ª Dose;26;4803
31;F;2ª Dose;27;1505
31;F;2ª Dose;28;995
31;F;2ª Dose;29;7093
31;F;2ª Dose;31;12843
31;F;2ª Dose;32;2637
31;F;2ª Dose;33;6638
31;F;2ª Dose;35;27787
31;F;2ª Dose;41;6714
31;F;2ª Dose;42;4578
31;F;2ª Dose;43;9487
31;F;2ª Dose;50;2914
31;F;2ª Dose;51;2385
31;F;2ª Dose;52;3863
31;F;2ª Dose;53;2097
31;F;2ª Dose;99;26
31;F;2ª Dose;NA;545
31;F;Dose ;11;198
31;F;Dose ;12;189
31;F;Dose ;13;9
31;F;Dose ;14;14
31;F;Dose ;15;297
31;F;Dose ;16;26
31;F;Dose ;17;131
31;F;Dose ;21;1169
31;F;Dose ;22;159
31;F;Dose ;23;43
31;F;Dose ;24;7
31;F;Dose ;25;49
31;F;Dose ;26;278
31;F;Dose ;27;107
31;F;Dose ;28;44
31;F;Dose ;29;306
31;F;Dose ;31;378
31;F;Dose ;32;491
31;F;Dose ;33;708
31;F;Dose ;35;1226
31;F;Dose ;41;377
31;F;Dose ;42;632
31;F;Dose ;43;870
31;F;Dose ;50;2228
31;F;Dose ;51;244
31;F;Dose ;52;314
31;F;Dose ;53;306
31;F;Dose ;99;3
31;F;Dose ;NA;42
31;F;Dose Inicial ;25;6
31;F;Dose Inicial ;35;1
31;F;Única ;11;3
31;F;Única ;13;477
31;F;Única ;14;1
31;F;Única ;15;17
31;F;Única ;16;1
31;F;Única ;21;3
31;F;Única ;22;2
31;F;Única ;23;5
31;F;Única ;24;126
31;F;Única ;25;1
31;F;Única ;26;10
31;F;Única ;27;3
31;F;Única ;28;2
31;F;Única ;29;8
31;F;Única ;31;9
31;F;Única ;32;2
31;F;Única ;33;5
31;F;Única ;35;630
31;F;Única ;41;15
31;F;Única ;42;7
31;F;Única ;43;3
31;F;Única ;51;1
31;F;Única ;52;4
31;F;Única ;NA;8
31;M;1ª Dose;11;3559
31;M;1ª Dose;12;3016
31;M;1ª Dose;13;13603
31;M;1ª Dose;14;1228
31;M;1ª Dose;15;11801
31;M;1ª Dose;16;1459
31;M;1ª Dose;17;3248
31;M;1ª Dose;21;17456
31;M;1ª Dose;22;5152
31;M;1ª Dose;23;7424
31;M;1ª Dose;24;5214
31;M;1ª Dose;25;4765
31;M;1ª Dose;26;13011
31;M;1ª Dose;27;5343
31;M;1ª Dose;28;2614
31;M;1ª Dose;29;14432
31;M;1ª Dose;31;26758
31;M;1ª Dose;32;5735
31;M;1ª Dose;33;20830
31;M;1ª Dose;35;46715
31;M;1ª Dose;41;13060
31;M;1ª Dose;42;9390
31;M;1ª Dose;43;19099
31;M;1ª Dose;50;6719
31;M;1ª Dose;51;5240
31;M;1ª Dose;52;10023
31;M;1ª Dose;53;3625
31;M;1ª Dose;99;50
31;M;1ª Dose;NA;1660
31;M;2ª Dose;11;705
31;M;2ª Dose;12;463
31;M;2ª Dose;13;2081
31;M;2ª Dose;14;315
31;M;2ª Dose;15;2449
31;M;2ª Dose;16;271
31;M;2ª Dose;17;517
31;M;2ª Dose;21;2240
31;M;2ª Dose;22;1190
31;M;2ª Dose;23;2332
31;M;2ª Dose;24;1166
31;M;2ª Dose;25;962
31;M;2ª Dose;26;2517
31;M;2ª Dose;27;789
31;M;2ª Dose;28;471
31;M;2ª Dose;29;3171
31;M;2ª Dose;31;5328
31;M;2ª Dose;32;1283
31;M;2ª Dose;33;3133
31;M;2ª Dose;35;11616
31;M;2ª Dose;41;2558
31;M;2ª Dose;42;1614
31;M;2ª Dose;43;3784
31;M;2ª Dose;50;1861
31;M;2ª Dose;51;1184
31;M;2ª Dose;52;1758
31;M;2ª Dose;53;1013
31;M;2ª Dose;99;18
31;M;2ª Dose;NA;410
31;M;Dose ;11;239
31;M;Dose ;12;182
31;M;Dose ;13;10
31;M;Dose ;14;12
31;M;Dose ;15;295
31;M;Dose ;16;31
31;M;Dose ;17;178
31;M;Dose ;21;980
31;M;Dose ;22;219
31;M;Dose ;23;47
31;M;Dose ;24;20
31;M;Dose ;25;81
31;M;Dose ;26;293
31;M;Dose ;27;124
31;M;Dose ;28;48
31;M;Dose ;29;341
31;M;Dose ;31;860
31;M;Dose ;32;474
31;M;Dose ;33;471
31;M;Dose ;35;1255
31;M;Dose ;41;2702
31;M;Dose ;42;1034
31;M;Dose ;43;1644
31;M;Dose ;50;2330
31;M;Dose ;51;471
31;M;Dose ;52;421
31;M;Dose ;53;218
31;M;Dose ;99;2
31;M;Dose ;NA;87
31;M;Dose Inicial ;25;3
31;M;Única ;11;4
31;M;Única ;12;4
31;M;Única ;13;464
31;M;Única ;14;7
31;M;Única ;15;20
31;M;Única ;16;1
31;M;Única ;17;1
31;M;Única ;21;3
31;M;Única ;22;3
31;M;Única ;23;9
31;M;Única ;24;303
31;M;Única ;25;6
31;M;Única ;26;9
31;M;Única ;27;2
31;M;Única ;28;2
31;M;Única ;29;9
31;M;Única ;31;32
31;M;Única ;33;9
31;M;Única ;35;579
31;M;Única ;41;184
31;M;Única ;42;10
31;M;Única ;43;5
31;M;Única ;50;2
31;M;Única ;51;3
31;M;Única ;52;2
31;M;Única ;53;2
31;M;Única ;NA;10
32;F;1ª Dose;11;4561
32;F;1ª Dose;12;3835
32;F;1ª Dose;13;16661
32;F;1ª Dose;14;1784
32;F;1ª Dose;15;15843
32;F;1ª Dose;16;1996
32;F;1ª Dose;17;3793
32;F;1ª Dose;21;24870
32;F;1ª Dose;22;6922
32;F;1ª Dose;23;19975
32;F;1ª Dose;24;8988
32;F;1ª Dose;25;8467
32;F;1ª Dose;26;18091
32;F;1ª Dose;27;6190
32;F;1ª Dose;28;3895
32;F;1ª Dose;29;25791
32;F;1ª Dose;31;45591
32;F;1ª Dose;32;10378
32;F;1ª Dose;33;35594
32;F;1ª Dose;35;92854
32;F;1ª Dose;41;25113
32;F;1ª Dose;42;16284
32;F;1ª Dose;43;28522
32;F;1ª Dose;50;9802
32;F;1ª Dose;51;8664
32;F;1ª Dose;52;14730
32;F;1ª Dose;53;5698
32;F;1ª Dose;99;46
32;F;1ª Dose;NA;1744
32;F;1ª Dose Revacinação ;11;1
32;F;2ª Dose;11;1211
32;F;2ª Dose;12;597
32;F;2ª Dose;13;2852
32;F;2ª Dose;14;459
32;F;2ª Dose;15;3882
32;F;2ª Dose;16;458
32;F;2ª Dose;17;1081
32;F;2ª Dose;21;3933
32;F;2ª Dose;22;1941
32;F;2ª Dose;23;4483
32;F;2ª Dose;24;2399
32;F;2ª Dose;25;1911
32;F;2ª Dose;26;5050
32;F;2ª Dose;27;1588
32;F;2ª Dose;28;1065
32;F;2ª Dose;29;7421
32;F;2ª Dose;31;13472
32;F;2ª Dose;32;2931
32;F;2ª Dose;33;7299
32;F;2ª Dose;35;29744
32;F;2ª Dose;41;7106
32;F;2ª Dose;42;4629
32;F;2ª Dose;43;9906
32;F;2ª Dose;50;3038
32;F;2ª Dose;51;2537
32;F;2ª Dose;52;3990
32;F;2ª Dose;53;2141
32;F;2ª Dose;99;16
32;F;2ª Dose;NA;583
32;F;Dose ;11;189
32;F;Dose ;12;165
32;F;Dose ;13;8
32;F;Dose ;14;17
32;F;Dose ;15;317
32;F;Dose ;16;34
32;F;Dose ;17;102
32;F;Dose ;21;1236
32;F;Dose ;22;165
32;F;Dose ;23;44
32;F;Dose ;24;4
32;F;Dose ;25;81
32;F;Dose ;26;299
32;F;Dose ;27;158
32;F;Dose ;28;43
32;F;Dose ;29;367
32;F;Dose ;31;426
32;F;Dose ;32;527
32;F;Dose ;33;715
32;F;Dose ;35;2474
32;F;Dose ;41;385
32;F;Dose ;42;675
32;F;Dose ;43;993
32;F;Dose ;50;2203
32;F;Dose ;51;240
32;F;Dose ;52;333
32;F;Dose ;53;388
32;F;Dose ;99;5
32;F;Dose ;NA;43
32;F;Dose Inicial ;25;8
32;F;Única ;12;1
32;F;Única ;13;421
32;F;Única ;15;14
32;F;Única ;16;1
32;F;Única ;21;6
32;F;Única ;22;2
32;F;Única ;23;3
32;F;Única ;24;126
32;F;Única ;25;7
32;F;Única ;26;7
32;F;Única ;27;2
32;F;Única ;28;2
32;F;Única ;29;26
32;F;Única ;31;34
32;F;Única ;32;1
32;F;Única ;33;15
32;F;Única ;35;907
32;F;Única ;41;30
32;F;Única ;42;14
32;F;Única ;43;4
32;F;Única ;50;2
32;F;Única ;52;1
32;F;Única ;53;2
32;F;Única ;NA;6
32;M;1ª Dose;11;3746
32;M;1ª Dose;12;3270
32;M;1ª Dose;13;14391
32;M;1ª Dose;14;1442
32;M;1ª Dose;15;12685
32;M;1ª Dose;16;1633
32;M;1ª Dose;17;3411
32;M;1ª Dose;21;19533
32;M;1ª Dose;22;5539
32;M;1ª Dose;23;15255
32;M;1ª Dose;24;5780
32;M;1ª Dose;25;5475
32;M;1ª Dose;26;14123
32;M;1ª Dose;27;5887
32;M;1ª Dose;28;2892
32;M;1ª Dose;29;15665
32;M;1ª Dose;31;29164
32;M;1ª Dose;32;6500
32;M;1ª Dose;33;22557
32;M;1ª Dose;35;52028
32;M;1ª Dose;41;14194
32;M;1ª Dose;42;10298
32;M;1ª Dose;43;21323
32;M;1ª Dose;50;7598
32;M;1ª Dose;51;5699
32;M;1ª Dose;52;11355
32;M;1ª Dose;53;3886
32;M;1ª Dose;99;55
32;M;1ª Dose;NA;1788
32;M;2ª Dose;11;681
32;M;2ª Dose;12;462
32;M;2ª Dose;13;2206
32;M;2ª Dose;14;367
32;M;2ª Dose;15;2592
32;M;2ª Dose;16;285
32;M;2ª Dose;17;578
32;M;2ª Dose;21;2445
32;M;2ª Dose;22;1200
32;M;2ª Dose;23;2351
32;M;2ª Dose;24;1260
32;M;2ª Dose;25;1096
32;M;2ª Dose;26;2563
32;M;2ª Dose;27;801
32;M;2ª Dose;28;520
32;M;2ª Dose;29;3347
32;M;2ª Dose;31;5400
32;M;2ª Dose;32;1275
32;M;2ª Dose;33;3412
32;M;2ª Dose;35;12263
32;M;2ª Dose;41;2570
32;M;2ª Dose;42;1772
32;M;2ª Dose;43;3927
32;M;2ª Dose;50;2083
32;M;2ª Dose;51;1234
32;M;2ª Dose;52;1917
32;M;2ª Dose;53;1098
32;M;2ª Dose;99;18
32;M;2ª Dose;NA;431
32;M;Dose ;11;252
32;M;Dose ;12;178
32;M;Dose ;13;10
32;M;Dose ;14;11
32;M;Dose ;15;288
32;M;Dose ;16;32
32;M;Dose ;17;174
32;M;Dose ;21;986
32;M;Dose ;22;225
32;M;Dose ;23;50
32;M;Dose ;24;14
32;M;Dose ;25;99
32;M;Dose ;26;343
32;M;Dose ;27;165
32;M;Dose ;28;37
32;M;Dose ;29;350
32;M;Dose ;31;980
32;M;Dose ;32;541
32;M;Dose ;33;485
32;M;Dose ;35;2519
32;M;Dose ;41;3034
32;M;Dose ;42;1099
32;M;Dose ;43;1791
32;M;Dose ;50;2352
32;M;Dose ;51;460
32;M;Dose ;52;486
32;M;Dose ;53;193
32;M;Dose ;99;5
32;M;Dose ;NA;85
32;M;Dose Inicial ;25;2
32;M;Dose Inicial ;35;1
32;M;Única ;11;2
32;M;Única ;12;1
32;M;Única ;13;458
32;M;Única ;14;8
32;M;Única ;15;23
32;M;Única ;16;1
32;M;Única ;17;1
32;M;Única ;21;6
32;M;Única ;22;2
32;M;Única ;23;8
32;M;Única ;24;370
32;M;Única ;25;10
32;M;Única ;26;16
32;M;Única ;27;3
32;M;Única ;28;2
32;M;Única ;29;14
32;M;Única ;31;42
32;M;Única ;32;2
32;M;Única ;33;8
32;M;Única ;35;796
32;M;Única ;41;234
32;M;Única ;42;13
32;M;Única ;43;8
32;M;Única ;50;3
32;M;Única ;51;3
32;M;Única ;52;5
32;M;Única ;53;2
32;M;Única ;99;2
32;M;Única ;NA;10
33;F;1ª Dose;11;4504
33;F;1ª Dose;12;3776
33;F;1ª Dose;13;17167
33;F;1ª Dose;14;1740
33;F;1ª Dose;15;18902
33;F;1ª Dose;16;1941
33;F;1ª Dose;17;4046
33;F;1ª Dose;21;25560
33;F;1ª Dose;22;6981
33;F;1ª Dose;23;20906
33;F;1ª Dose;24;9344
33;F;1ª Dose;25;8660
33;F;1ª Dose;26;18345
33;F;1ª Dose;27;6217
33;F;1ª Dose;28;4173
33;F;1ª Dose;29;28753
33;F;1ª Dose;31;47183
33;F;1ª Dose;32;11325
33;F;1ª Dose;33;35691
33;F;1ª Dose;35;97955
33;F;1ª Dose;41;25115
33;F;1ª Dose;42;16370
33;F;1ª Dose;43;30012
33;F;1ª Dose;50;9990
33;F;1ª Dose;51;8551
33;F;1ª Dose;52;15152
33;F;1ª Dose;53;5936
33;F;1ª Dose;99;67
33;F;1ª Dose;NA;1794
33;F;2ª Dose;11;1180
33;F;2ª Dose;12;593
33;F;2ª Dose;13;3041
33;F;2ª Dose;14;468
33;F;2ª Dose;15;3853
33;F;2ª Dose;16;430
33;F;2ª Dose;17;1064
33;F;2ª Dose;21;4054
33;F;2ª Dose;22;1920
33;F;2ª Dose;23;4380
33;F;2ª Dose;24;2466
33;F;2ª Dose;25;2021
33;F;2ª Dose;26;4999
33;F;2ª Dose;27;1610
33;F;2ª Dose;28;1141
33;F;2ª Dose;29;8501
33;F;2ª Dose;31;13846
33;F;2ª Dose;32;2911
33;F;2ª Dose;33;7352
33;F;2ª Dose;35;30602
33;F;2ª Dose;41;7071
33;F;2ª Dose;42;4702
33;F;2ª Dose;43;10078
33;F;2ª Dose;50;3140
33;F;2ª Dose;51;2400
33;F;2ª Dose;52;4175
33;F;2ª Dose;53;2133
33;F;2ª Dose;99;27
33;F;2ª Dose;NA;565
33;F;Dose ;11;195
33;F;Dose ;12;134
33;F;Dose ;13;8
33;F;Dose ;14;15
33;F;Dose ;15;325
33;F;Dose ;16;106
33;F;Dose ;17;90
33;F;Dose ;21;1326
33;F;Dose ;22;197
33;F;Dose ;23;60
33;F;Dose ;24;13
33;F;Dose ;25;77
33;F;Dose ;26;272
33;F;Dose ;27;179
33;F;Dose ;28;51
33;F;Dose ;29;405
33;F;Dose ;31;403
33;F;Dose ;32;741
33;F;Dose ;33;654
33;F;Dose ;35;2599
33;F;Dose ;41;437
33;F;Dose ;42;642
33;F;Dose ;43;1454
33;F;Dose ;50;2395
33;F;Dose ;51;275
33;F;Dose ;52;365
33;F;Dose ;53;384
33;F;Dose ;99;3
33;F;Dose ;NA;44
33;F;Dose Inicial ;25;5
33;F;Única ;12;1
33;F;Única ;13;384
33;F;Única ;14;2
33;F;Única ;15;15
33;F;Única ;16;1
33;F;Única ;17;1
33;F;Única ;21;2
33;F;Única ;22;6
33;F;Única ;23;5
33;F;Única ;24;134
33;F;Única ;25;4
33;F;Única ;26;4
33;F;Única ;27;5
33;F;Única ;28;2
33;F;Única ;29;16
33;F;Única ;31;18
33;F;Única ;33;10
33;F;Única ;35;917
33;F;Única ;41;32
33;F;Única ;42;19
33;F;Única ;43;5
33;F;Única ;50;6
33;F;Única ;51;2
33;F;Única ;52;1
33;F;Única ;99;1
33;F;Única ;NA;2
33;M;1ª Dose;11;3879
33;M;1ª Dose;12;3206
33;M;1ª Dose;13;14686
33;M;1ª Dose;14;1544
33;M;1ª Dose;15;15472
33;M;1ª Dose;16;1614
33;M;1ª Dose;17;3443
33;M;1ª Dose;21;20089
33;M;1ª Dose;22;5593
33;M;1ª Dose;23;16142
33;M;1ª Dose;24;6036
33;M;1ª Dose;25;5754
33;M;1ª Dose;26;14482
33;M;1ª Dose;27;6014
33;M;1ª Dose;28;3010
33;M;1ª Dose;29;17517
33;M;1ª Dose;31;30886
33;M;1ª Dose;32;7310
33;M;1ª Dose;33;23480
33;M;1ª Dose;35;55718
33;M;1ª Dose;41;14601
33;M;1ª Dose;42;10411
33;M;1ª Dose;43;22744
33;M;1ª Dose;50;7817
33;M;1ª Dose;51;5800
33;M;1ª Dose;52;11941
33;M;1ª Dose;53;4133
33;M;1ª Dose;99;51
33;M;1ª Dose;NA;1976
33;M;2ª Dose;11;723
33;M;2ª Dose;12;429
33;M;2ª Dose;13;2240
33;M;2ª Dose;14;332
33;M;2ª Dose;15;2580
33;M;2ª Dose;16;311
33;M;2ª Dose;17;615
33;M;2ª Dose;21;2565
33;M;2ª Dose;22;1291
33;M;2ª Dose;23;2374
33;M;2ª Dose;24;1247
33;M;2ª Dose;25;1089
33;M;2ª Dose;26;2700
33;M;2ª Dose;27;822
33;M;2ª Dose;28;527
33;M;2ª Dose;29;3722
33;M;2ª Dose;31;5670
33;M;2ª Dose;32;1289
33;M;2ª Dose;33;3437
33;M;2ª Dose;35;12868
